prompt_restrict,numbered,retriever_k,classtest/YesNo/exact_match,classtest/Date/exact_match,classtest/Numeric/exact_match,classtest/Person/exact_match,classtest/Organization/exact_match,classtest/Location/exact_match,hop/OneHop/exact_match,hop/OneHop/macro_f1,hop/OneHop/answer_recall,hop/MultiHop/exact_match,hop/MultiHop/macro_f1,hop/MultiHop/answer_recall,topic/single/exact_match,topic/single/macro_f1,topic/single/answer_recall,topic/multi/exact_match,topic/multi/macro_f1,topic/multi/answer_recall,overall/exact_match,overall/macro_f1,overall/answer_recall,overall/word_length,overall/char_length,class/YesNo/exact_match,class/YesNo/macro_f1,class/YesNo/answer_recall,class/Date/exact_match,class/Date/macro_f1,class/Date/answer_recall,class/Numeric/exact_match,class/Numeric/macro_f1,class/Numeric/answer_recall,class/Person/exact_match,class/Person/macro_f1,class/Person/answer_recall,class/Organization/exact_match,class/Organization/macro_f1,class/Organization/answer_recall,class/Location/exact_match,class/Location/macro_f1,class/Location/answer_recall
none,True,0,0.5428571428571428,0.0,0.8125,0.1923076923076923,0.0,0.0,8.411214953271028,11.316595452318614,22.83489096573209,6.122448979591836,9.021957781418088,24.455782312925173,6.569343065693431,9.836103936366223,23.661800486618,15.789473684210526,16.073968705547653,21.052631578947366,7.6923076923076925,10.595843876202425,23.344017094017097,20.60897435897436,129.60256410256412,34.285714285714285,34.285714285714285,34.285714285714285,0.0,5.325529171683018,26.923076923076923,0.0,2.0140664961636827,15.625,0.0,1.2820512820512822,7.6923076923076925,0.0,6.427404295051355,23.833333333333336,0.0,2.4476650563607087,22.22222222222222
none,True,1,0.3428571428571428,0.0,0.875,0.0,0.0,0.1111111111111111,6.542056074766355,12.316048771959826,39.813084112149525,4.081632653061225,8.008968090069954,27.82312925170068,5.839416058394161,11.579267125471532,39.038929440389296,5.2631578947368425,6.5208978328173375,14.473684210526317,5.769230769230769,10.963183685981598,36.04700854700855,21.58974358974359,134.66666666666666,25.714285714285715,26.61465289928288,40.0,0.0,5.091428358738548,36.53846153846153,0.0,1.5575159489633175,15.625,0.0,5.484878369493754,26.923076923076923,0.0,9.592721146429586,26.833333333333336,0.0,5.783475783475782,33.33333333333333
none,True,2,0.2,0.0,0.875,0.0384615384615384,0.0,0.0,3.7383177570093458,11.03269948227394,45.51401869158879,2.0408163265306123,6.556386140219843,30.204081632653057,2.9197080291970803,10.104100477913024,45.07299270072993,5.2631578947368425,6.18421052631579,9.210526315789473,3.2051282051282053,9.626677983808229,40.70512820512821,23.262820512820515,143.46153846153845,14.285714285714286,15.578769580438099,34.285714285714285,0.0,6.10952135496315,38.46153846153847,0.0,2.2418819419827485,28.125,0.0,8.032231867369202,40.38461538461539,0.0,17.686027729169467,59.5,0.0,5.113500597371565,38.88888888888889
none,True,3,0.2857142857142857,0.0,0.875,0.0,0.0,0.0,3.7383177570093458,10.710384874721374,45.794392523364486,4.081632653061225,7.847234352288698,26.12244897959184,3.6496350364963503,10.389655530762596,43.64963503649635,5.2631578947368425,5.639097744360902,10.526315789473683,3.8461538461538463,9.811061954213674,39.61538461538461,22.121794871794872,136.21153846153845,17.142857142857142,18.326977255548684,34.285714285714285,0.0,6.050202158463638,46.15384615384615,0.0,2.1038359788359786,21.875,0.0,8.447028005732461,40.38461538461539,0.0,17.083088811197054,57.00000000000001,0.0,4.398148148148148,27.77777777777778
none,True,4,0.2857142857142857,0.0,0.9375,0.0,0.0,0.0,4.672897196261682,11.515678090084531,44.26791277258567,4.081632653061225,7.764364795591394,25.10204081632653,4.37956204379562,10.98896768963625,42.092457420924575,5.2631578947368425,5.639097744360902,10.526315789473683,4.487179487179487,10.3373809655322,38.24786324786325,21.743589743589745,133.71153846153845,20.0,21.0429094714809,34.285714285714285,0.0,4.555322309011076,36.53846153846153,0.0,2.3088282247765006,28.125,0.0,7.831250635220857,36.53846153846153,0.0,18.18855057985493,57.00000000000001,0.0,4.357298474945534,27.77777777777778
none,True,5,0.2571428571428571,0.0,1.0,0.0,0.0,0.0,4.672897196261682,11.76782843307361,42.71028037383178,4.081632653061225,7.912229955998212,25.204081632653065,4.37956204379562,11.290926351699188,41.64233576642336,5.2631578947368425,5.263157894736842,5.263157894736842,4.487179487179487,10.556775065274286,37.21153846153846,22.03205128205128,136.14102564102564,20.0,20.843537414965986,31.428571428571427,0.0,4.604721690424031,34.61538461538461,0.0,1.7370201637443017,21.875,0.0,7.912687158043194,36.53846153846153,0.0,17.62849060572846,59.5,0.0,9.912854030501089,27.77777777777778
none,False,0,0.5428571428571428,0.0,0.8125,0.1923076923076923,0.0,0.0,8.411214953271028,11.316595452318614,22.83489096573209,6.122448979591836,9.021957781418088,24.455782312925173,6.569343065693431,9.836103936366223,23.661800486618,15.789473684210526,16.073968705547653,21.052631578947366,7.6923076923076925,10.595843876202425,23.344017094017097,20.60897435897436,129.60256410256412,34.285714285714285,34.285714285714285,34.285714285714285,0.0,5.325529171683018,26.923076923076923,0.0,2.0140664961636827,15.625,0.0,1.2820512820512822,7.6923076923076925,0.0,6.427404295051355,23.833333333333336,0.0,2.4476650563607087,22.22222222222222
none,False,1,0.2571428571428571,0.0,0.875,0.0,0.0,0.1111111111111111,4.672897196261682,11.151586247161015,40.12461059190032,4.081632653061225,7.673905605794197,27.312925170068027,4.37956204379562,10.447049380546032,38.18734793187348,5.2631578947368425,7.262912526070419,21.052631578947366,4.487179487179487,10.059237840577849,36.10042735042735,21.14102564102564,132.46153846153845,20.0,20.937290805772122,34.285714285714285,0.0,5.354481409632586,34.61538461538461,0.0,2.0293534080298787,21.875,0.0,6.045392515980752,28.846153846153843,0.0,10.728537514444096,30.166666666666664,0.0,5.6498316498316505,33.33333333333333
none,False,2,0.2857142857142857,0.0,0.75,0.0,0.0,0.0,4.672897196261682,12.44635449301638,46.91588785046729,2.0408163265306123,6.50865294127924,32.75510204081632,3.6496350364963503,11.137761451203133,45.8029197080292,5.2631578947368425,6.568979266347687,18.421052631578945,3.8461538461538463,10.58130721073997,42.46794871794872,21.884615384615383,137.60897435897436,17.142857142857142,18.44416425574061,37.142857142857146,0.0,5.9667386664238915,44.230769230769226,0.0,2.9444253663003663,28.125,0.0,8.106308910279134,36.53846153846153,0.0,18.97349358865969,59.5,0.0,7.497472658762981,44.44444444444444
none,False,3,0.3142857142857143,0.0,0.875,0.0,0.0,0.1111111111111111,5.607476635514018,13.57608506252508,49.09657320872274,2.0408163265306123,6.544816956569388,26.63265306122449,3.6496350364963503,11.43387285283172,45.68126520681266,10.526315789473683,10.889292196007258,15.789473684210526,4.487179487179487,11.367545721551815,42.04059829059828,20.44871794871795,128.2948717948718,20.0,21.221335869771103,37.142857142857146,0.0,7.27324059931478,51.92307692307693,0.0,3.4938672438672436,34.375,0.0,8.851712684603932,36.53846153846153,0.0,18.182312203825056,52.83333333333334,0.0,5.9259259259259265,27.77777777777778
none,False,4,0.3714285714285714,0.0,0.8125,0.0,0.0,0.0,6.542056074766355,15.41374374983169,50.65420560747664,4.081632653061225,8.187051010880543,27.142857142857142,5.109489051094891,13.45974064132782,47.08029197080292,10.526315789473683,10.865874363327674,15.789473684210526,5.769230769230769,13.143821030545755,43.26923076923077,19.115384615384617,119.67307692307692,25.714285714285715,27.187419847558097,48.57142857142857,0.0,6.966174643716916,46.15384615384615,0.0,2.196907498631637,21.875,0.0,9.105167501719226,36.53846153846153,0.0,20.14706373777581,57.00000000000001,0.0,10.2309191782876,38.88888888888889
none,False,5,0.4571428571428571,0.0,0.9375,0.0,0.0,0.0,7.4766355140186915,16.220156139376446,49.7196261682243,4.081632653061225,8.470255262769383,25.612244897959187,6.569343065693431,14.86707803634639,45.8029197080292,5.2631578947368425,5.989974937343359,15.789473684210526,6.410256410256411,13.785892402493458,42.1474358974359,18.53846153846154,116.71153846153848,28.571428571428573,29.3183854186836,40.0,0.0,5.5135142635142635,38.46153846153847,0.0,3.7842090859332234,40.625,0.0,10.951790226348685,38.46153846153847,0.0,20.251082251082252,61.5,0.0,5.9259259259259265,27.77777777777778
basic,True,0,0.6857142857142857,0.0769230769230769,0.875,0.3076923076923077,0.1,0.1111111111111111,12.149532710280374,17.22933608447627,21.21495327102804,16.3265306122449,21.15503544074972,23.46938775510204,12.408759124087592,17.990883812051695,21.86131386861314,21.05263157894737,21.86234817813765,22.36842105263158,13.461538461538462,18.462408318177552,21.923076923076927,3.878205128205128,23.16025641025641,40.0,40.0,40.0,3.8461538461538463,13.434343434343434,23.076923076923077,6.25,13.541666666666666,15.625,0.0,1.9230769230769231,1.9230769230769231,10.0,24.184704184704184,30.500000000000004,11.11111111111111,17.59259259259259,27.77777777777778
basic,True,1,0.8,0.1923076923076923,1.0,0.3461538461538461,0.1,0.2222222222222222,24.299065420560748,31.616317223793857,38.504672897196265,16.3265306122449,20.35267687977048,22.142857142857142,23.35766423357664,30.39095214151846,36.35036496350365,10.526315789473683,11.403508771929827,11.842105263157894,21.7948717948718,28.07837891060703,33.36538461538461,4.493589743589744,26.5448717948718,48.57142857142857,48.57142857142857,48.57142857142857,7.6923076923076925,24.791921900675217,42.30769230769231,0.0,11.354166666666664,21.875,19.23076923076923,22.16783216783217,25.0,10.0,22.094017094017097,21.000000000000004,22.22222222222222,22.22222222222222,22.22222222222222
basic,True,2,0.5428571428571428,0.1153846153846153,0.875,0.3076923076923077,0.2,0.2222222222222222,15.88785046728972,25.940203699672463,36.44859813084112,16.3265306122449,20.638969873663747,26.42857142857143,16.05839416058394,25.37080444206837,35.54744525547445,15.789473684210526,16.374269005847953,17.105263157894736,16.025641025641026,24.27507256201588,33.30128205128206,5.974358974358975,35.6474358974359,28.571428571428573,28.57142857142857,28.57142857142857,0.0,16.477496862112247,32.69230769230769,0.0,9.687499999999998,21.875,23.076923076923077,28.717948717948715,30.76923076923077,20.0,41.79365079365079,55.00000000000001,22.22222222222222,23.076923076923073,27.77777777777778
basic,True,3,0.4285714285714285,0.1538461538461538,0.625,0.1153846153846153,0.0,0.1111111111111111,6.542056074766355,12.359454118662471,15.887850467289718,12.244897959183673,14.84893957583033,19.897959183673468,7.299270072992701,12.701165181843582,17.153284671532848,15.789473684210526,16.315789473684212,17.105263157894736,8.333333333333334,13.141407884054942,17.147435897435898,6.1923076923076925,37.25,22.857142857142858,22.857142857142858,22.857142857142858,3.8461538461538463,13.58974358974359,17.307692307692307,6.25,9.375,9.375,3.8461538461538463,7.66488413547237,13.461538461538462,0.0,22.126984126984127,30.0,11.11111111111111,11.11111111111111,11.11111111111111
basic,True,4,0.8857142857142857,0.1538461538461538,1.0,0.2692307692307692,0.1,0.2222222222222222,23.36448598130841,31.76754163473297,43.956386292834885,14.285714285714286,21.639499955826487,32.244897959183675,20.437956204379564,29.63111279380968,42.94403892944039,21.05263157894737,21.052631578947366,21.052631578947366,20.512820512820515,28.58629777405081,40.27777777777777,6.858974358974359,40.87820512820513,48.57142857142857,50.476190476190474,51.42857142857142,7.6923076923076925,20.234071484071485,42.30769230769231,0.0,9.84375,28.125,19.23076923076923,26.530662320136,36.53846153846153,10.0,41.2936507936508,52.0,22.22222222222222,23.076923076923073,27.77777777777778
basic,True,5,0.8,0.1923076923076923,1.0,0.2692307692307692,0.1,0.3333333333333333,24.299065420560748,32.856416383079385,41.77570093457944,14.285714285714286,20.75671469415924,32.244897959183675,22.62773722627737,31.573523473433863,41.97080291970803,10.526315789473683,10.902255639097742,15.789473684210526,21.153846153846157,29.05586905771344,38.782051282051285,6.910256410256411,41.25,42.857142857142854,43.06122448979592,45.714285714285715,11.538461538461538,27.942612942612943,44.230769230769226,6.25,11.899038461538462,21.875,19.23076923076923,23.310023310023308,28.846153846153843,10.0,35.80477408354646,62.0,22.22222222222222,23.076923076923073,27.77777777777778
basic,False,0,0.6857142857142857,0.0769230769230769,0.875,0.3076923076923077,0.1,0.1111111111111111,12.149532710280374,17.22933608447627,21.21495327102804,16.3265306122449,21.15503544074972,23.46938775510204,12.408759124087592,17.990883812051695,21.86131386861314,21.05263157894737,21.86234817813765,22.36842105263158,13.461538461538462,18.462408318177552,21.923076923076927,3.878205128205128,23.16025641025641,40.0,40.0,40.0,3.8461538461538463,13.434343434343434,23.076923076923077,6.25,13.541666666666666,15.625,0.0,1.9230769230769231,1.9230769230769231,10.0,24.184704184704184,30.500000000000004,11.11111111111111,17.59259259259259,27.77777777777778
basic,False,1,0.7142857142857143,0.1923076923076923,1.0,0.3076923076923077,0.1,0.2222222222222222,26.16822429906542,35.24402907580477,42.71028037383178,18.367346938775512,22.57877628187042,25.204081632653065,25.547445255474454,34.02982871195728,40.72992700729927,10.526315789473683,11.336032388663968,11.842105263157894,23.71794871794872,31.265840698222835,37.21153846153846,4.262820512820513,26.102564102564106,54.285714285714285,54.285714285714285,54.285714285714285,7.6923076923076925,25.757906967584386,44.230769230769226,0.0,14.702380952380953,28.125,19.23076923076923,24.23076923076923,25.0,10.0,20.71428571428571,27.0,22.22222222222222,22.22222222222222,22.22222222222222
basic,False,2,0.8571428571428571,0.1923076923076923,1.0,0.4615384615384615,0.3,0.2222222222222222,26.16822429906542,37.345487570886135,49.06542056074766,26.53061224489796,32.602409111625704,40.0,27.00729927007299,37.83913435788808,49.52554744525547,21.05263157894737,21.55388471177945,22.36842105263158,26.28205128205128,35.855674465092804,46.21794871794872,5.403846153846154,32.72435897435897,54.285714285714285,54.285714285714285,54.285714285714285,3.8461538461538463,24.59848192806885,51.92307692307693,6.25,20.729166666666664,34.375,30.76923076923077,35.38461538461538,36.53846153846153,30.0,49.415445665445674,59.5,22.22222222222222,23.076923076923073,27.77777777777778
basic,False,3,0.7714285714285715,0.1153846153846153,1.0,0.4230769230769231,0.1,0.2222222222222222,19.626168224299064,29.912740153763277,40.65420560747664,18.367346938775512,22.354563425992,30.816326530612248,20.437956204379564,29.71559711187064,40.948905109489054,10.526315789473683,11.842105263157894,13.157894736842104,19.23076923076923,27.538697463629987,37.56410256410256,5.487179487179487,32.916666666666664,40.0,40.0,40.0,3.8461538461538463,24.785940555171322,46.15384615384615,12.5,16.528668091168093,34.375,26.923076923076923,31.538461538461537,32.69230769230769,10.0,33.9515455304929,52.0,22.22222222222222,23.076923076923073,27.77777777777778
basic,False,4,0.8285714285714286,0.1538461538461538,1.0,0.4230769230769231,0.1,0.2222222222222222,20.560747663551403,28.266353719421577,38.41121495327102,20.40816326530612,23.249626190802665,29.455782312925173,21.16788321167883,28.20241993669664,38.345498783454985,15.789473684210526,15.789473684210526,15.789473684210526,20.512820512820515,26.69058673927845,35.5982905982906,5.6923076923076925,34.583333333333336,37.142857142857146,37.142857142857146,37.142857142857146,3.8461538461538463,20.614168440255398,48.07692307692308,6.25,9.642094017094019,21.875,26.923076923076923,32.68065268065268,36.53846153846153,10.0,25.776556776556774,29.333333333333332,22.22222222222222,23.076923076923073,27.77777777777778
basic,False,5,0.8,0.1923076923076923,0.9375,0.3846153846153846,0.2,0.2222222222222222,24.299065420560748,32.511268586034944,41.1214953271028,16.3265306122449,23.771194791602955,33.36734693877551,22.62773722627737,31.704337835724694,41.86131386861314,15.789473684210526,15.789473684210526,15.789473684210526,21.7948717948718,29.76598899675823,38.68589743589744,5.121794871794871,30.653846153846157,42.857142857142854,42.857142857142854,42.857142857142854,7.6923076923076925,26.477496862112243,44.230769230769226,6.25,10.202991452991455,28.125,26.923076923076923,28.205128205128204,28.846153846153843,20.0,44.40903540903541,54.50000000000001,22.22222222222222,24.07407407407408,27.77777777777778
emphasis,True,0,0.8,0.1923076923076923,0.875,0.3076923076923077,0.1,0.2222222222222222,12.149532710280374,17.767717744353256,20.903426791277266,18.367346938775512,23.37220602526725,25.204081632653065,13.138686131386862,19.3166707582766,22.420924574209245,21.05263157894737,21.052631578947366,21.052631578947366,14.102564102564102,19.52810188387112,22.254273504273502,3.0448717948717947,17.833333333333332,42.857142857142854,42.857142857142854,42.857142857142854,3.8461538461538463,15.058275058275058,23.076923076923077,0.0,10.416666666666666,15.625,0.0,3.8461538461538463,3.8461538461538463,10.0,21.587301587301585,26.5,22.22222222222222,25.925925925925924,27.77777777777778
emphasis,True,1,0.7714285714285715,0.3846153846153846,0.9375,0.3076923076923077,0.1,0.2222222222222222,30.8411214953271,38.53434208574395,42.05607476635514,14.285714285714286,17.91059280855199,19.693877551020407,27.73722627737226,35.042289421851464,38.43065693430657,10.526315789473683,10.526315789473683,10.526315789473683,25.64102564102564,32.05636955636956,35.03205128205128,2.583333333333333,15.448717948717947,57.142857142857146,57.14285714285714,57.14285714285714,11.538461538461538,31.367521367521366,38.46153846153847,6.25,17.083333333333332,28.125,23.076923076923077,25.0,25.0,10.0,21.19047619047619,26.5,22.22222222222222,26.666666666666668,27.77777777777778
emphasis,True,2,0.8857142857142857,0.4230769230769231,1.0,0.4615384615384615,0.4,0.2222222222222222,30.8411214953271,38.27525267183943,43.08411214953271,22.448979591836736,25.846695821185616,27.857142857142858,29.927007299270077,36.656497307481125,41.24087591240876,15.789473684210526,17.894736842105264,17.105263157894736,28.205128205128204,34.371411096954574,38.30128205128205,3.2115384615384617,18.756410256410252,48.57142857142857,48.57142857142857,48.57142857142857,19.23076923076923,38.27457264957265,48.07692307692308,6.25,13.4375,21.875,30.76923076923077,32.30769230769231,32.69230769230769,40.0,45.66666666666667,46.00000000000001,22.22222222222222,22.22222222222222,22.22222222222222
emphasis,True,3,0.7714285714285715,0.3461538461538461,1.0,0.4615384615384615,0.1,0.2222222222222222,27.10280373831776,35.93175516072712,43.862928348909655,14.285714285714286,16.74906725927134,18.571428571428573,24.817518248175183,32.5941758970956,39.44038929440389,10.526315789473683,10.526315789473683,10.526315789473683,23.07692307692308,29.90642370450063,35.91880341880342,3.705128205128205,22.192307692307693,40.0,40.0,40.0,11.538461538461538,29.219114219114218,46.15384615384615,12.5,18.75,28.125,30.76923076923077,32.05128205128205,32.69230769230769,10.0,30.07142857142857,29.333333333333332,22.22222222222222,22.22222222222222,22.22222222222222
emphasis,True,4,0.8,0.2692307692307692,1.0,0.3846153846153846,0.0,0.2222222222222222,25.233644859813083,34.25993867074729,41.99376947040498,22.448979591836736,27.52120328650941,33.265306122448976,24.817518248175183,33.68140437086804,41.77615571776156,21.05263157894737,21.052631578947366,21.052631578947366,24.35897435897436,32.14328460774949,39.25213675213675,4.9423076923076925,28.98076923076923,48.57142857142857,50.476190476190474,51.42857142857142,7.6923076923076925,22.744008128623513,36.53846153846153,6.25,15.208333333333336,28.125,26.923076923076923,30.699976352150266,38.46153846153847,0.0,30.3015873015873,39.333333333333336,22.22222222222222,24.444444444444446,27.77777777777778
emphasis,True,5,0.7428571428571429,0.2307692307692307,1.0,0.3076923076923077,0.2,0.2222222222222222,22.429906542056077,30.59582498010205,38.41121495327102,22.448979591836736,28.839799656126196,33.87755102040816,23.35766423357664,32.02119310964309,39.92700729927007,15.789473684210526,15.789473684210526,15.789473684210526,22.435897435897434,30.0442529232122,36.98717948717949,5.07051282051282,31.192307692307693,45.714285714285715,45.714285714285715,45.714285714285715,11.538461538461538,25.41420118343195,40.38461538461539,0.0,6.25,15.625,19.23076923076923,26.130536130536125,34.61538461538461,20.0,37.53968253968253,46.00000000000001,22.22222222222222,22.22222222222222,22.22222222222222
emphasis,False,0,0.8,0.1923076923076923,0.875,0.3076923076923077,0.1,0.2222222222222222,12.149532710280374,17.767717744353256,20.903426791277266,18.367346938775512,23.37220602526725,25.204081632653065,13.138686131386862,19.3166707582766,22.420924574209245,21.05263157894737,21.052631578947366,21.052631578947366,14.102564102564102,19.52810188387112,22.254273504273502,3.0448717948717947,17.833333333333332,42.857142857142854,42.857142857142854,42.857142857142854,3.8461538461538463,15.058275058275058,23.076923076923077,0.0,10.416666666666666,15.625,0.0,3.8461538461538463,3.8461538461538463,10.0,21.587301587301585,26.5,22.22222222222222,25.925925925925924,27.77777777777778
emphasis,False,1,0.7428571428571429,0.3846153846153846,1.0,0.2692307692307692,0.1,0.2222222222222222,28.97196261682243,36.63625574840528,41.1214953271028,18.367346938775512,23.38545807933563,24.79591836734694,27.73722627737226,35.39635141824923,39.34306569343066,10.526315789473683,11.403508771929827,11.842105263157894,25.64102564102564,32.474146224146224,35.993589743589745,2.9551282051282053,17.346153846153847,51.42857142857143,51.42857142857142,51.42857142857142,19.23076923076923,35.83638583638583,42.30769230769231,0.0,11.577380952380953,21.875,23.076923076923077,24.615384615384617,25.0,10.0,31.73160173160173,39.0,22.22222222222222,22.22222222222222,22.22222222222222
emphasis,False,2,0.8285714285714286,0.3461538461538461,0.875,0.4615384615384615,0.3,0.2222222222222222,28.03738317757009,37.06634487008319,42.42990654205608,26.53061224489796,29.0391156462585,29.795918367346943,29.927007299270077,37.87602604208444,42.33576642335766,10.526315789473683,10.526315789473683,10.526315789473683,27.56410256410257,34.54497158824081,38.46153846153847,3.2371794871794872,19.371794871794872,48.57142857142857,48.57142857142857,48.57142857142857,11.538461538461538,33.26799802761341,46.15384615384615,12.5,20.833333333333336,28.125,34.61538461538461,36.15384615384615,36.53846153846153,30.0,44.23809523809524,46.00000000000001,22.22222222222222,25.925925925925924,27.77777777777778
emphasis,False,3,0.6857142857142857,0.3076923076923077,1.0,0.4230769230769231,0.3,0.2222222222222222,23.36448598130841,29.863521732680613,34.98442367601247,22.448979591836736,25.238170350952306,27.75510204081633,24.817518248175183,30.73733241616453,35.42579075425791,10.526315789473683,11.634349030470911,13.157894736842104,23.07692307692308,28.41068700380441,32.71367521367522,3.58974358974359,21.55128205128205,40.0,40.0,40.0,11.538461538461538,25.427350427350433,36.53846153846153,6.25,12.5,21.875,30.76923076923077,32.30769230769231,32.69230769230769,30.0,40.66666666666667,39.333333333333336,22.22222222222222,22.22222222222222,22.22222222222222
emphasis,False,4,0.7142857142857143,0.2692307692307692,0.9375,0.4615384615384615,0.2,0.2222222222222222,28.03738317757009,33.22335193363231,41.21495327102803,18.367346938775512,22.4123495552067,26.734693877551024,27.00729927007299,32.50440719053857,40.29197080291971,10.526315789473683,10.526315789473683,10.526315789473683,25.0,29.827588366049905,36.66666666666667,3.801282051282051,22.807692307692307,34.285714285714285,35.10204081632653,37.142857142857146,11.538461538461538,23.101343101343105,42.30769230769231,6.25,18.333333333333336,34.375,38.46153846153846,38.46153846153847,38.46153846153847,20.0,25.66666666666667,26.0,22.22222222222222,26.039886039886035,38.88888888888889
emphasis,False,5,0.6571428571428571,0.2307692307692307,1.0,0.4230769230769231,0.1,0.2222222222222222,21.49532710280374,30.85057179252949,37.320872274143305,20.40816326530612,25.62410736417181,29.28571428571429,22.62773722627737,31.72311041500438,37.98053527980535,10.526315789473683,11.0803324099723,11.842105263157894,21.153846153846157,29.208925914391504,34.797008547008545,3.826923076923077,22.397435897435894,37.142857142857146,37.142857142857146,37.142857142857146,7.6923076923076925,27.813938198553583,42.30769230769231,6.25,13.055555555555557,28.125,34.61538461538461,34.61538461538461,34.61538461538461,10.0,37.80952380952381,39.333333333333336,22.22222222222222,24.07407407407408,27.77777777777778
